Begin Year,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,Image URL
1894,"#d5ae7f","#d4b48c","#906844","#a98c64","#b8966f","#544434","https://api.nga.gov/iiif/79c0cf61-c3bd-4b73-bbc6-399fec2929d9/full/!200,200/0/default.jpg"
1592,"#c8b45c","#dcccb4","#635621","#a29580","#d4c5ae","#615a4c","https://api.nga.gov/iiif/7810a2b7-10f5-49db-b2e5-224682c41234/full/!200,200/0/default.jpg"
1870,"#b47c4c","#f4e1c2","#9c4c44","#a1896f","#bca489","#423f3a","https://api.nga.gov/iiif/39ff6c7e-1018-4c87-8bd9-ed604729c44b/full/!200,200/0/default.jpg"
1861,"#70b44c","#f4dcbb","#395d27","#a28d74","#d4bd9d","#5a4c3f","https://api.nga.gov/iiif/0ff06a72-1963-49a0-b534-b00951c47d61/full/!200,200/0/default.jpg"
1800,"#b8a850","#e4d4bf","#5e5526","#7d756c","#ccbdaa","#494740","https://api.nga.gov/iiif/0df15ea1-47ee-4971-9371-b2f3118bb777/full/!200,200/0/default.jpg"
1800,"#b85c50","#e4d4c4","#5e2c26","#888274","#dccfbc","#605f52","https://api.nga.gov/iiif/5c1311f4-c70c-4ee5-a401-fe56eacc887c/full/!200,200/0/default.jpg"
1796,"#80c860","#fcf4e5","#356222","#8c826b","#e4dcc8","#6a604a","https://api.nga.gov/iiif/9e3820cc-8292-45aa-8878-f8f9dcabf63c/full/!200,200/0/default.jpg"
1886,"#b8c860","#f2e5d3","#586222","#a7907b","#cebca6","#54443c","https://api.nga.gov/iiif/de333d31-4087-436a-b83a-e995465c8c26/full/!200,200/0/default.jpg"
1500,"#58b09c","#d6c1a3","#2a5a4f","#8c7a69","#d6c4ac","#544c44","https://api.nga.gov/iiif/1f34a085-fa29-4890-8b79-a7ec9c135bb3/full/!200,200/0/default.jpg"
1867,"#68bca8","#fcecd3","#285b4f","#8c8474","#cfc0ad","#544e46","https://api.nga.gov/iiif/9d4d1fbf-a9ac-4ef2-b163-9c8ca58158cc/full/!200,200/0/default.jpg"
1500,"#9c6c3c",,,,,,"https://api.nga.gov/iiif/09cc1159-67ad-4f9f-be4a-6cff914ea55e/full/!200,200/0/default.jpg"
1856,"#b06a4e","#e4d4be","#2b1a13","#a09081","#d6c8b4","#4c3932","https://api.nga.gov/iiif/41dc9124-256d-4fef-aafa-5ccd919a9df6/full/!200,200/0/default.jpg"
1837,"#c8b18b","#fcf4dc","#59482a","#ab9676","#c8b8a4","#473c35","https://api.nga.gov/iiif/86c1e0d2-ceff-445b-bed6-2c54c310abdf/full/!200,200/0/default.jpg"
1887,"#b15c4d",,,,,,"https://api.nga.gov/iiif/b45b6622-f5e1-4104-ac3b-a5e0894a48a1/full/!200,200/0/default.jpg"
1575,"#b4845e","#f1e4a2","#5a3f2a","#9f8063","#d2c3a0","#46423d","https://api.nga.gov/iiif/252116c9-8913-4067-b24e-d95ac921253a/full/!200,200/0/default.jpg"
1887,"#a8a42c","#e8e4b4","#28a4a0","#68b8b4","#bcbcbc","#303030","https://api.nga.gov/iiif/700c0889-eed1-4035-aecc-ea8a5406c12c/full/!200,200/0/default.jpg"
1592,"#c8b454","#ecdcc4","#645820","#9c8d7b","#d4c3ab","#7b6d5d","https://api.nga.gov/iiif/3a5b53aa-3025-47d1-a54c-e6abc6ef0f1a/full/!200,200/0/default.jpg"
1880,"#c8bc54","#f4ecdc","#645d20","#848474","#c9c1b6","#433c3c","https://api.nga.gov/iiif/70a2bb75-d08e-4ce6-8633-a9c9482e64ec/full/!200,200/0/default.jpg"
1490,"#ad804a","#e4c29a","#387080","#97775c","#b0a489","#7d483d","https://api.nga.gov/iiif/52272441-d419-4001-90fb-0a3a827ccb23/full/!200,200/0/default.jpg"
1887,"#b4a84c",,,,,,"https://api.nga.gov/iiif/603db0bb-965a-456d-a944-002a914a06c4/full/!200,200/0/default.jpg"
1884,"#887c30","#d4bc9b","#250e0c","#8c7464","#c4ad93","#442a26","https://api.nga.gov/iiif/93f17154-1625-4bdf-a8d7-de14b1247d75/full/!200,200/0/default.jpg"
1790,"#d0c468","#deceb4","#655d1f","#858078","#d2c6ab","#615b59","https://api.nga.gov/iiif/d931e306-a634-4f59-a995-2cf6c7b63d0a/full/!200,200/0/default.jpg"
1800,"#c05ca8","#ecdcc4","#5f2451","#645ca8","#d4c4ac","#55524b","https://api.nga.gov/iiif/2d80152f-f155-4ba7-9456-459b6e0f7b78/full/!200,200/0/default.jpg"
1673,"#e0947c","#fcecd7","#6b2d19","#8a7f6a","#d4c3ad",,"https://api.nga.gov/iiif/7462a41f-619a-4396-a764-648069a949b4/full/!200,200/0/default.jpg"
1800,"#b0508c","#dcccb2","#5b2948","#9b836b","#d4c8ad","#564f44","https://api.nga.gov/iiif/5b80aeb7-c43b-4c22-9bce-ea60ef408fce/full/!200,200/0/default.jpg"
1790,"#c87c6c","#e4d4bc","#602e24","#a49b8b","#c4bcac","#7a7568","https://api.nga.gov/iiif/8b0a8794-9747-48f6-adc4-d77efd224ce6/full/!200,200/0/default.jpg"
1770,"#b45044","#f4e3cc","#602a24","#948c76","#dcceb7","#524d44","https://api.nga.gov/iiif/a66bc4ee-e460-4fb8-8395-3f3b439b642f/full/!200,200/0/default.jpg"
1858,"#94182a","#c46464","#8c151c","#817f7d","#b3b5b3","#864049","https://api.nga.gov/iiif/9c568753-8421-4800-b727-058ae0257503/full/!200,200/0/default.jpg"
1579,"#9c3c30","#d4bda2","#448c30","#9c856b","#c2b099","#4c3f33","https://api.nga.gov/iiif/38ea0757-de3e-4ad3-9e6a-56465a7bd7d7/full/!200,200/0/default.jpg"
1883,"#4c9c28","#f4e4cc","#4c3084","#4c9888","#d0c3ae","#4c402c","https://api.nga.gov/iiif/a0224bd8-8862-4408-8717-0284bc9302e0/full/!200,200/0/default.jpg"
1890,"#bc8b62","#cca48d","#5c3f27","#aa8460","#ccc4b4","#4a5e5e","https://api.nga.gov/iiif/0fcc29c3-06f2-4ba4-9228-8b19167c07c2/full/!200,200/0/default.jpg"
1800,"#b1864d",,,,,,"https://api.nga.gov/iiif/4ffee4a0-1e73-4dbf-9d23-92d8bc0e234a/full/!200,200/0/default.jpg"
1645,"#44907c","#dcc7b0","#2a5a4d","#837a6c","#d4c0a8","#453b31","https://api.nga.gov/iiif/a366bc5b-5ac4-4750-8ce2-f9b0c44c64e5/full/!200,200/0/default.jpg"
1860,"#c28e46","#be915c","#764916","#98775d","#c4ac94","#5c4030","https://api.nga.gov/iiif/5d2fe5f7-bd7d-495d-a15e-271acbe57b53/full/!200,200/0/default.jpg"
1856,"#d06c5c","#f4e4d4","#66271d","#a4896c","#d4c3ac","#545444","https://api.nga.gov/iiif/2dddb5a1-5288-4385-a11d-c6920894e6d5/full/!200,200/0/default.jpg"
1513,"#d08cb8","#e4d1b5","#5e264a","#948571","#d8c9b1","#796a56","https://api.nga.gov/iiif/f417e64d-e76b-437b-84d0-bb8dc81f6b76/full/!200,200/0/default.jpg"
1735,"#a85450",,,,,,"https://api.nga.gov/iiif/497a476b-1d8d-4241-9dd5-75827c57c62e/full/!200,200/0/default.jpg"
1628,"#b09c58",,,,,,"https://api.nga.gov/iiif/37badd2f-81f4-422a-a88c-1661813eab87/full/!200,200/0/default.jpg"
1480,"#d77a47","#f1ae7f","#694831","#a77d5f","#d6c4a7","#88634b","https://api.nga.gov/iiif/d58b6ba4-e009-4b6d-9378-5076073cfabe/full/!200,200/0/default.jpg"
1600,"#b4ac40","#f4e4d2","#615d22","#8b7c6b","#c7b7a4","#433b38","https://api.nga.gov/iiif/97ec7bb5-8d39-4023-88c0-573ac1328edd/full/!200,200/0/default.jpg"
1800,"#c46c60","#e4ccb3","#602b23","#9d9281","#d7c4ac","#736b5e","https://api.nga.gov/iiif/3a38d32b-9ee7-4fc9-9a90-e9d83ea555fd/full/!200,200/0/default.jpg"
1500,"#a85cbc","#fcf4e4","#221e10","#8c8474","#d2cbbc","#4c433b","https://api.nga.gov/iiif/5065473c-0f55-4727-88eb-6634e929e8dd/full/!200,200/0/default.jpg"
1645,"#a49038",,,,,,"https://api.nga.gov/iiif/a712bc09-b611-424d-b219-f11353dd01c4/full/!200,200/0/default.jpg"
1880,"#cc60b0","#f4e4d3","#642052","#6458ac","#ece4d4","#443c38","https://api.nga.gov/iiif/18c72346-9d5a-44d9-8f7f-b8f2c1b3d879/full/!200,200/0/default.jpg"
1500,"#a8c86c","#ecd4b5","#4b6024","#b2a38e","#c8b79f","#72695f","https://api.nga.gov/iiif/924de1db-fcae-4eec-8449-d5b4b85c7f3c/full/!200,200/0/default.jpg"
1645,"#58a444","#dcc7a7","#325d26","#a49474","#bfac8d","#5b5045","https://api.nga.gov/iiif/5cdc1551-37de-40ca-ba93-47a0f0b01a54/full/!200,200/0/default.jpg"
1500,"#ad7f51",,,,,,"https://api.nga.gov/iiif/5e0a5205-7bfd-4308-bd99-f039f42eaf48/full/!200,200/0/default.jpg"
1800,"#d4b48c","#d4b494","#309024","#a08463","#c4a580","#4f4536","https://api.nga.gov/iiif/0022a366-baca-4d2b-aed8-2a580dfe718a/full/!200,200/0/default.jpg"
1884,"#b8a438","#d4bea5","#655a1e","#9c7c54","#ccbca4","#51442e","https://api.nga.gov/iiif/9da3db02-fef1-4ce1-9e16-1b95295f6800/full/!200,200/0/default.jpg"
1884,"#cc7860","#dcccac","#642f20","#8c846c","#d4c5a6","#64543c","https://api.nga.gov/iiif/f3590fe1-195a-463a-a648-bc6a04db2763/full/!200,200/0/default.jpg"
1884,"#b45090","#dcccb4","#5c2749","#948574","#ccbea7","#49423d","https://api.nga.gov/iiif/f5bdd09a-9bb1-4ae3-b5ce-1cf71459eb1f/full/!200,200/0/default.jpg"
1800,"#dcc07c","#ecdcc6","#68521b","#9c9484","#d2c6b5","#686559","https://api.nga.gov/iiif/370138ef-7135-40d8-b15a-9e704196ec4c/full/!200,200/0/default.jpg"
1842,"#c45cb0","#f4ecdc","#612355","#6458ac","#dcd4c4","#49423c","https://api.nga.gov/iiif/87bb0ff4-5d37-42b8-ab6b-c1866b4b2dff/full/!200,200/0/default.jpg"
1887,"#ceb48c","#d4b89c","#5c4727","#947b60","#ccb498","#4c3a2b","https://api.nga.gov/iiif/72aa1b46-8b41-409a-8489-438f78144038/full/!200,200/0/default.jpg"
1514,"#c05ca0","#fcecd9","#5f244c","#82786c","#ccbcac","#675b51","https://api.nga.gov/iiif/b7528074-f437-401e-b2e8-3122bdcc5664/full/!200,200/0/default.jpg"
1575,"#b69064","#f4e4d4","#5a442a","#a87c54","#d4c5b0",,"https://api.nga.gov/iiif/cbcf2d28-f23e-494e-8abd-4c4620798533/full/!200,200/0/default.jpg"
1800,"#b0587c","#dcc4a9","#5a2a3d","#847c6c","#d4c4a5","#6c635a","https://api.nga.gov/iiif/421a5c0d-8df2-4af8-b43e-8d4a0d9c0cf2/full/!200,200/0/default.jpg"
1800,"#c4b45c","#ece4d7","#615723","#6058ac","#d4ccc1","#46453f","https://api.nga.gov/iiif/83b464ff-ebec-44bd-a917-a8d91a9e7658/full/!200,200/0/default.jpg"
1864,"#a47c4c","#d8c092","#2c1404","#9c7b55","#b1a18a","#583b2b","https://api.nga.gov/iiif/b94db39d-9c08-4e31-9373-a042b662ead6/full/!200,200/0/default.jpg"
1500,"#a4690c","#fcc46c","#9c5c14","#a98c68","#c8c08c","#55402b","https://api.nga.gov/iiif/88c7cec7-b2ba-4173-86bc-92ffe67d6fd2/full/!200,200/0/default.jpg"
1500,"#b48c4c","#e4c39a","#8c642c","#96795c","#ccb593","#776041","https://api.nga.gov/iiif/1c1b356a-0ac6-42f1-962b-a6090b80d68e/full/!200,200/0/default.jpg"
1550,"#9c6544",,,,,,"https://api.nga.gov/iiif/e07aa360-c6ee-45a7-ad36-41957ddcc900/full/!200,200/0/default.jpg"
1868,"#68c058","#fcf4e4","#2d6024","#867a70","#c4baae","#4f4842","https://api.nga.gov/iiif/9da2fc7b-e153-4dd0-8e57-07da62febcbe/full/!200,200/0/default.jpg"
1884,"#ccbc94","#dccca4","#594c2a","#9c8c74","#d4c7a8","#616969","https://api.nga.gov/iiif/0a238320-902a-47a5-9f8e-71cec79ea3dc/full/!200,200/0/default.jpg"
1550,"#7c5b3b",,,,,,"https://api.nga.gov/iiif/6774d1ac-d595-4926-b128-f1eafeadfa51/full/!200,200/0/default.jpg"
1580,"#b4a84c",,,,,,"https://api.nga.gov/iiif/16398ed8-3c96-4d39-8f72-12bbd48f7989/full/!200,200/0/default.jpg"
1575,"#c7aa77","#e4d2a0","#5d4926","#ab8855","#d8cdb0",,"https://api.nga.gov/iiif/8ff3adc1-a2e0-4abd-b327-b3982170f1c5/full/!200,200/0/default.jpg"
1854,"#9c4f48","#ccb494","#8e4441","#9c645c","#d4ccc4","#4c3c3c","https://api.nga.gov/iiif/ece3d713-bad1-4b75-b3f2-afe5cc9e7472/full/!200,200/0/default.jpg"
1856,"#d8cc88","#e4ccb4","#635920","#948979","#cdbca2","#736d60","https://api.nga.gov/iiif/4f172fbe-0949-49d9-b2a9-b5c4afd7dd51/full/!200,200/0/default.jpg"
1515,"#ca6658","#ecd4bc","#64281f","#a7725f","#ccb69a","#745c44","https://api.nga.gov/iiif/3148a4d7-f850-4d27-b573-c9f192c05112/full/!200,200/0/default.jpg"
1858,"#bc5848","#ecd4ba","#612c23","#887b69","#c9b89e","#5a5247","https://api.nga.gov/iiif/bd5603c9-8166-4068-83d1-e63cae4f817b/full/!200,200/0/default.jpg"
1884,"#ccb48c","#d4bb99","#5b4828","#a79880","#d4c4ac","#544830","https://api.nga.gov/iiif/a9f62f19-788c-4098-9f11-7cdda4f1cb8c/full/!200,200/0/default.jpg"
1800,"#54a044","#e4d4bc","#305d27","#54a090","#d4c6ae","#4c473e","https://api.nga.gov/iiif/2ca97f4b-deda-4949-a93f-9d0b4981a854/full/!200,200/0/default.jpg"
1872,"#a3804c","#ddc89f","#4f241d","#a8875e","#c0b799","#63523f","https://api.nga.gov/iiif/488a47b9-b277-47ac-98d7-cfea0dda0391/full/!200,200/0/default.jpg"
1889,"#dc8878","#f4ecd4","#69271b","#8c8474","#ccc4ac","#7a7367","https://api.nga.gov/iiif/a0a4d9f4-7710-4058-8913-a242c2d73c33/full/!200,200/0/default.jpg"
1500,"#d0d074","#dfccad","#636321","#9c846a","#bc9d7d","#8c7357","https://api.nga.gov/iiif/7043ce02-fe11-4723-a380-d7fcc22c5416/full/!200,200/0/default.jpg"
1610,"#b0c068","#e8dbce","#535d27","#80786e","#c8bcae","#58544c","https://api.nga.gov/iiif/0c3f0e84-a661-434d-888d-86bb9bc70c2e/full/!200,200/0/default.jpg"
1880,"#b85c60",,,,,,"https://api.nga.gov/iiif/788c9e15-b896-466e-a4a9-7560b82be92a/full/!200,200/0/default.jpg"
1621,"#c87868","#f4e5cd","#612d23","#9a8c7a","#d4c4ad",,"https://api.nga.gov/iiif/76d0b925-055b-491d-9346-0a75f1777994/full/!200,200/0/default.jpg"
1500,"#c0c86c","#e0d5be","#5b6024","#8b8474","#cabfac","#5b5449","https://api.nga.gov/iiif/a67ef86d-12fc-418c-a534-a7f607af091d/full/!200,200/0/default.jpg"
1852,"#c860ac","#fcecdc","#622251","#a69788","#ccbcac","#534b46","https://api.nga.gov/iiif/668d4814-55a6-42b3-b826-77a7e1abcb63/full/!200,200/0/default.jpg"
1880,"#944146",,,,,,"https://api.nga.gov/iiif/b0b23c3c-6d38-435d-9c1c-dcc193270984/full/!200,200/0/default.jpg"
1858,"#b85048","#e4d4bc","#5f2925","#938370","#d1bfa7","#615449","https://api.nga.gov/iiif/8e9f7bb1-9e50-482f-98bc-ecaab60b4303/full/!200,200/0/default.jpg"
1804,"#ac804c","#dcccb4","#5b4428","#9d7c64","#d7c4ad","#645b53","https://api.nga.gov/iiif/b9fe4465-cf6b-4cd8-8b89-bf7c68787075/full/!200,200/0/default.jpg"
1510,"#916431",,,,,,"https://api.nga.gov/iiif/469fcab3-4188-4c30-98ee-091f78150d9e/full/!200,200/0/default.jpg"
1500,"#84643c",,,,,,"https://api.nga.gov/iiif/64cd60f5-b342-4197-be2d-e017c5d096ed/full/!200,200/0/default.jpg"
1880,"#c05098","#d4c4a4","#61234b","#968a75","#ccbc9e","#4d4437","https://api.nga.gov/iiif/99a92a00-f196-4110-bf88-0a85c0f7c3c2/full/!200,200/0/default.jpg"
1515,"#cca989","#f4e4d4","#5c4128","#b8a082","#cbbbaa",,"https://api.nga.gov/iiif/39cb39ad-27dd-43b8-add6-312449aa563c/full/!200,200/0/default.jpg"
1880,"#ccb454","#e4ccac","#66571e","#6c60a0","#d4c0a4","#534a43","https://api.nga.gov/iiif/9853a563-cd1d-4ee8-a55c-055bb151410c/full/!200,200/0/default.jpg"
1645,"#b49c40","#dbc5aa","#615422","#96846c","#c4ac94","#594c3c","https://api.nga.gov/iiif/87950625-0940-4fef-95cd-b93d864af067/full/!200,200/0/default.jpg"
1480,"#ceb089","#e4c399","#5d4526","#a78767","#b69977","#724f3d","https://api.nga.gov/iiif/5b4786f1-7347-44fe-9b66-ffec0c6b924b/full/!200,200/0/default.jpg"
1876,"#983864","#d0bd9b","#383878","#8d806c","#ccb494","#423f38","https://api.nga.gov/iiif/6fe9dd17-9f81-4b93-b497-9d9fd5886129/full/!200,200/0/default.jpg"
1878,"#b49c40","#d4bc99","#589c40","#8b7d67","#c4ac8c","#534734","https://api.nga.gov/iiif/8c1c7efd-088f-4ef9-b416-5878432d748b/full/!200,200/0/default.jpg"
1662,"#2caca8","#e4ecf4","#38a42c","#7c879d","#a5b4c8","#3c3434","https://api.nga.gov/iiif/051ff2cd-441f-4712-b720-29580044e109/full/!200,200/0/default.jpg"
1860,"#48b0b0",,,,,,"https://api.nga.gov/iiif/d74d4f2f-159e-49bd-b0ad-ae9fd8c866e4/full/!200,200/0/default.jpg"
1800,"#64b054","#ecdcc4","#325a29","#645ca0","#ccbcaa","#4e4a44","https://api.nga.gov/iiif/d1ccc096-2ce0-4e41-ac10-70b26f596476/full/!200,200/0/default.jpg"
1864,"#ccb45c","#e4d4b4","#64561f","#987c62","#bfa083",,"https://api.nga.gov/iiif/ed05d38d-933a-47a2-9edb-81fc21c815ef/full/!200,200/0/default.jpg"
1891,"#397aa7","#9ac1d4","#275a8b","#4e82a9","#a4c4d4",,"https://api.nga.gov/iiif/a2f3f31a-eb59-4057-99f6-26be54d40c6c/full/!200,200/0/default.jpg"
1883,"#483488","#ecd9ba","#32245f","#948464","#d4c4ad","#4c4334","https://api.nga.gov/iiif/0fad5b9a-d2ab-46b1-bccd-11bd6789f89c/full/!200,200/0/default.jpg"
1500,"#70742c",,,,,,"https://api.nga.gov/iiif/a9feb634-d6f6-4b0d-9a59-7eb4c530828b/full/!200,200/0/default.jpg"
1632,"#cc705c","#dccbb1","#642b1f","#877865","#d4c4ac","#685848","https://api.nga.gov/iiif/e6a7b5d8-e2f3-48f1-8dea-567fff67fb62/full/!200,200/0/default.jpg"
1500,"#ccb494","#d4bc9c","#59452a","#8d7b69","#ccb49c","#544434","https://api.nga.gov/iiif/e654b5c9-f78c-468a-bcdd-9fec0b9a0b96/full/!200,200/0/default.jpg"
1800,"#c06058","#ece4d4","#602824","#959287","#e4dac9","#494941","https://api.nga.gov/iiif/8b004a5c-6ca4-4190-b6a9-0949ef0e52ad/full/!200,200/0/default.jpg"
1893,"#b08430","#c8a380","#387c24","#8b7359","#c8a88c","#5b4a38","https://api.nga.gov/iiif/abac4f87-30af-4f70-941e-fb80c3eaf1be/full/!200,200/0/default.jpg"
1800,"#c4b45c","#e4d3c1","#615723","#8c8474","#dccdbe","#544c44","https://api.nga.gov/iiif/9662ddae-9a0f-4ab1-9a78-8a1b6bea64db/full/!200,200/0/default.jpg"
1868,"#68b84c","#f4e4bc","#345e25","#9f8f78","#d6c4a4","#4e453c","https://api.nga.gov/iiif/74cf4803-0b58-4d03-bd1d-43ddb1c2af83/full/!200,200/0/default.jpg"
1800,"#78c068","#ecd4c4","#305d27","#8a8376","#dfcab8","#625e55","https://api.nga.gov/iiif/c3a59490-d7fb-4a39-b193-59b1fefb17f0/full/!200,200/0/default.jpg"
1800,"#5cac50","#e4d4bc","#305a2a","#5ca89c","#d4c4ac","#535447","https://api.nga.gov/iiif/801aab7f-80d0-4fcb-aabf-18415052260d/full/!200,200/0/default.jpg"
1861,"#a67e4a",,,,,,"https://api.nga.gov/iiif/b74235fc-7eb4-461c-a909-8273a545ac75/full/!200,200/0/default.jpg"
1800,"#b85c98","#e4d4bc","#5c284a","#8b8578","#d4c4af","#4a4a40","https://api.nga.gov/iiif/0a436812-d4ca-46f8-a49d-11ead26a5cb1/full/!200,200/0/default.jpg"
1895,"#285c88","#fcf4e4","#1e4566","#6d8ea2","#d6c1a8","#496d86","https://api.nga.gov/iiif/bc82695c-afa0-4c69-940c-85ddf54ea036/full/!200,200/0/default.jpg"
1600,"#afaf4f",,,,,,"https://api.nga.gov/iiif/ccda50bb-0641-4a67-b97c-a4f7ebc60269/full/!200,200/0/default.jpg"
1610,"#b46850",,,,,,"https://api.nga.gov/iiif/0342117e-d24f-43f1-af87-456107ecdd93/full/!200,200/0/default.jpg"
1800,"#bc6054","#dcccac","#5f2c25","#64a854","#d4c4a6","#4d4b45","https://api.nga.gov/iiif/1a2b6a68-bb9c-4048-bcee-212ea154fb0f/full/!200,200/0/default.jpg"
1855,"#c0c45c","#ecd3b1","#5e6123","#94846d","#c4ad8e","#493f38","https://api.nga.gov/iiif/835e6eef-3d0e-40f2-a1b3-d95a7642d499/full/!200,200/0/default.jpg"
1844,"#d0a064","#d6ae7b","#785030","#b79165","#c0ad96","#5b442c","https://api.nga.gov/iiif/1378c094-85e7-43d7-9e52-1711c2cbb0d6/full/!200,200/0/default.jpg"
1519,"#c45c50","#e4cbaa","#632821","#988a77","#d4bc9e","#544c42","https://api.nga.gov/iiif/245ea4f9-4489-492f-b217-52d3116713ab/full/!200,200/0/default.jpg"
1845,"#d4a47c","#dcc3a2","#633f20","#888071","#ccc4a9","#696154","https://api.nga.gov/iiif/bf7d2d03-60ec-432d-bf88-3587cd690841/full/!200,200/0/default.jpg"
1770,"#b09c44","#dccaac","#589c44","#a0907c","#d4c4ac","#584e40","https://api.nga.gov/iiif/66679c1e-946c-447b-84e3-f984d89e137d/full/!200,200/0/default.jpg"
1759,"#cc68a8","#fcecd3","#63214b","#7f6f5a","#d1c1a6","#746444","https://api.nga.gov/iiif/f28d1867-a0f7-4856-81f6-b6583f748da5/full/!200,200/0/default.jpg"
1500,"#c46448",,,,,,"https://api.nga.gov/iiif/6c4ace17-f945-4378-ad44-0a3fc5c988eb/full/!200,200/0/default.jpg"
1889,"#ac9840","#dcccb6","#605523","#a4947c","#c9b8a1","#5a4c3d","https://api.nga.gov/iiif/9ceddc3d-1fdd-480b-ba9c-9a038e666b5a/full/!200,200/0/default.jpg"
1900,"#ad6451","#dcccb3","#4c2c24","#98816e","#d4c8b0","#4e362c","https://api.nga.gov/iiif/01420ade-8610-4ba0-87bd-bbff51b6bfe8/full/!200,200/0/default.jpg"
1880,"#4cb4a8","#fcf6f4","#275d57","#a4917d","#c6c0b7","#57524c","https://api.nga.gov/iiif/f2b8ff8c-80bf-4338-a4eb-de77106967d2/full/!200,200/0/default.jpg"
1837,"#ccb38e","#dec8a5","#5b4729","#9c8464","#c0aa88","#60503f","https://api.nga.gov/iiif/e73f1768-55eb-4216-954e-b30f631e6d32/full/!200,200/0/default.jpg"
1862,"#d0bc94","#fce4bc","#5c4a28","#a49376","#d2bf9d","#4a413c","https://api.nga.gov/iiif/d7131413-47c4-4592-a801-72ad551ba6a9/full/!200,200/0/default.jpg"
1805,"#d080bc","#ece4d4","#602351","#887cb8","#ccbcae","#6e665c","https://api.nga.gov/iiif/02380461-8e2e-4f1e-8ca5-babbb52b67c5/full/!200,200/0/default.jpg"
1800,"#bcb060","#ecdfd4","#5d5627","#84817c","#d4ccc4","#67625f","https://api.nga.gov/iiif/3eeaac83-1982-413b-a812-935c14e8bab8/full/!200,200/0/default.jpg"
1645,"#bca44c","#e4cfb4","#605324","#94826b","#d8c4ac","#756655","https://api.nga.gov/iiif/70e7752a-d51a-441d-a619-d5aaddc81119/full/!200,200/0/default.jpg"
1593,"#ccbc94","#dcccac","#594c2a","#beae92","#d4c4a4",,"https://api.nga.gov/iiif/5d28d8ce-d625-4841-88ad-d9fab4e96a73/full/!200,200/0/default.jpg"
1887,"#dcd880","#84c0d4","#67641c","#7f7c79","#b3b4ae","#4c4c4c","https://api.nga.gov/iiif/aac9af37-81a1-4a6d-9663-eb758083375e/full/!200,200/0/default.jpg"
1500,"#743c28",,,,,,"https://api.nga.gov/iiif/7cff7c11-b972-42e7-a695-a050a53ccb63/full/!200,200/0/default.jpg"
1894,"#80c8a4","#fce3bf","#285c42","#9c9c7c","#d4c3a4",,"https://api.nga.gov/iiif/c540d732-2b99-44bf-880c-fba182039670/full/!200,200/0/default.jpg"
1805,"#b0548c",,,,,,"https://api.nga.gov/iiif/342c6972-8d44-4c18-a743-13f29d743bfd/full/!200,200/0/default.jpg"
1628,"#403494","#dcc4a4","#2a2262","#9c5c5c","#d4c0a5","#4e2c30","https://api.nga.gov/iiif/c2879473-3903-4e31-82bc-b35dc6d2d174/full/!200,200/0/default.jpg"
1894,"#b8a448","#dcc4a4","#803c28","#907a4c","#d3c4a2","#5f4a39","https://api.nga.gov/iiif/e6509a4b-d59b-4cd7-b03e-e7425ae21fba/full/!200,200/0/default.jpg"
1864,"#ccbc94","#d4c4a4","#5c3c24","#9c7d64","#d4ccab","#60402f","https://api.nga.gov/iiif/f51d5af6-1f45-4fe3-8cb6-1d74b10c7f13/full/!200,200/0/default.jpg"
1852,"#449c90","#d8b884","#285c55","#8b7e76","#bdac9f","#342c2c","https://api.nga.gov/iiif/2aeb0235-e05a-4ce3-92eb-582412a9adf9/full/!200,200/0/default.jpg"
1640,"#ccc054","#fceccc","#665e1e","#988976","#d3c4ac","#62584d","https://api.nga.gov/iiif/c38dccda-11af-481a-8b46-251941585f1b/full/!200,200/0/default.jpg"
1900,"#70c460","#f4ecd9","#2d6023","#84796d","#ccc0b0","#58524b","https://api.nga.gov/iiif/27bd836f-ce9c-4199-a12f-04cec66bd6df/full/!200,200/0/default.jpg"
1800,"#c86c64","#ece4d4","#612722","#6c68b0","#a4d0c0","#515149","https://api.nga.gov/iiif/f709e616-7200-4811-bd13-bf58a0caa327/full/!200,200/0/default.jpg"
1622,"#ccb48c","#ecd4b4","#5b4828","#a68c6c","#d2be9c","#5f5040","https://api.nga.gov/iiif/db643e7f-c0dc-4b48-9ac4-fccb4d7d4a33/full/!200,200/0/default.jpg"
1800,"#bcb464","#ecddce","#5c5728","#8c857c","#c4bcb4","#717069","https://api.nga.gov/iiif/4f69a16e-84ff-4307-87b1-40ba9552e459/full/!200,200/0/default.jpg"
1470,"#c69244","#e5c69b","#583212","#a07657","#c6b498","#5a523e","https://api.nga.gov/iiif/f2087521-95a8-42e9-b383-712221c3b31b/full/!200,200/0/default.jpg"
1500,"#c078a0","#dcccb5","#5a2a44","#c4ac96","#d4bca7",,"https://api.nga.gov/iiif/ee877030-30d3-46fb-98a8-af6ee1ff6e35/full/!200,200/0/default.jpg"
1759,"#cc6050","#f4e4c3","#66271d","#a79677","#c7b797","#6b5c4a","https://api.nga.gov/iiif/daf6376c-27c8-414f-8ff1-1bcc63f436a0/full/!200,200/0/default.jpg"
1500,"#3219e5",,,,,,"https://api.nga.gov/iiif/69a26d86-3e6e-4583-a5d1-2b44884c7f61/full/!200,200/0/default.jpg"
