Begin Year,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,Image URL
1880,"#4ca030","#f4e4c6","#30651e","#4c9c8c","#d4bca6","#4c4435","https://api.nga.gov/iiif/ce8d9dc5-6452-4945-b87e-8f2239fcd131/full/!200,200/0/default.jpg"
1895,"#3a6d92","#ccb494","#205c88","#5884a4","#ccc3a6","#3c5a55","https://api.nga.gov/iiif/dfc9a9a5-295c-459f-86d6-0979922aedda/full/!200,200/0/default.jpg"
1900,"#ccbc5c","#e4cc9c","#645b1f","#9c8464","#ccb590","#7b6c54","https://api.nga.gov/iiif/c9912a37-367f-4c45-b970-515e3780f77e/full/!200,200/0/default.jpg"
1800,"#c0c880","#e2d4c2","#565c28","#8c847c","#d7c8b9","#726c65","https://api.nga.gov/iiif/bc158a23-bfb9-436f-b2b3-ea2c373c1510/full/!200,200/0/default.jpg"
1858,"#b8bc58","#e4ccac","#5c5e25","#8c756b","#d8c4a5","#544441","https://api.nga.gov/iiif/cd298ba1-2774-4be7-828b-c160259e18fd/full/!200,200/0/default.jpg"
1880,"#c05498","#d4bc9c","#60234a","#8d7c68","#ccb492","#544c44","https://api.nga.gov/iiif/58b539fb-6861-49f4-a5fd-0dadcb88ac6f/full/!200,200/0/default.jpg"
1500,"#c4685c","#f4e6d4","#612a23","#8c8473","#d1c4ab","#73675d","https://api.nga.gov/iiif/cc19709c-ef80-4cce-bf66-ae4e4d6e3592/full/!200,200/0/default.jpg"
1838,"#70c05c","#f4ecdc","#305f24","#7064b0","#ccc2b2","#524c46","https://api.nga.gov/iiif/b4b26edb-fc06-42c4-af5b-5fdfa9086004/full/!200,200/0/default.jpg"
1893,"#ccb494","#ccbc93","#4c943c","#827764","#ccba9c","#524a3e","https://api.nga.gov/iiif/34841ca8-8eeb-455e-aa05-35096512e09d/full/!200,200/0/default.jpg"
1876,"#c06058","#ecdcc4","#602824","#645ca0","#cbbcac","#5d5550","https://api.nga.gov/iiif/988f8cf2-d8c1-4e87-9ee3-1b9f0d4efde8/full/!200,200/0/default.jpg"
1600,"#d03ca8","#f4e4be","#543c24","#8a6c58","#e4decb","#4e4234","https://api.nga.gov/iiif/c46f51c3-d109-452d-8922-885a01a6bafe/full/!200,200/0/default.jpg"
1825,"#a0c454",,,,,,"https://api.nga.gov/iiif/e1ac1139-1936-4c9d-b135-d83612dfcbc0/full/!200,200/0/default.jpg"
1866,"#64bcb4",,,,,,"https://api.nga.gov/iiif/450b26d8-d09a-4467-b8e3-2e1380d39d61/full/!200,200/0/default.jpg"
1846,"#d4b48c","#dcb98c","#604524","#ad8560","#c4a983","#725c45","https://api.nga.gov/iiif/18168940-7142-4180-9ab1-dd6975ed4d3c/full/!200,200/0/default.jpg"
1600,"#ccbc94","#dfd2b1","#594c2a","#a48d6d","#bcac8c","#7f6747","https://api.nga.gov/iiif/9b90d0d1-a2a1-4952-b907-8de83ae9b890/full/!200,200/0/default.jpg"
1450,"#ad7051",,,,,,"https://api.nga.gov/iiif/066eebd7-185a-4d5c-92de-086376d84aa8/full/!200,200/0/default.jpg"
1861,"#74542e","#dc70c8","#593c25","#8a8c6d","#d2ccc0","#84644c","https://api.nga.gov/iiif/d906bf7b-79e1-4c8a-adeb-6cdcf2287f28/full/!200,200/0/default.jpg"
1592,"#8c4438","#d7c5a5","#5e2e25","#94846c","#ccba9d","#52463c","https://api.nga.gov/iiif/68f41f29-89ec-415a-b214-c06d45767e41/full/!200,200/0/default.jpg"
1624,"#b58247",,,,,,"https://api.nga.gov/iiif/481a4e8d-daf5-4355-a074-e4f3e98dfa91/full/!200,200/0/default.jpg"
1884,"#b44034","#dcccac","#6e5434","#968469","#d4c4a6","#58442e","https://api.nga.gov/iiif/0bbb9e16-9115-45cc-b039-9dc38586cbdb/full/!200,200/0/default.jpg"
1884,"#ac4c7c","#d4ba9a","#5b2842","#ac8c5f","#ccbc9c","#50402c","https://api.nga.gov/iiif/fafd84c9-4773-4b1d-b8c8-49f22b72c21c/full/!200,200/0/default.jpg"
1897,"#d8c470","#f4e4d4","#68591c","#8a7f74","#ccbcac","#6a6056","https://api.nga.gov/iiif/aaba587a-6fd2-4f6e-bbe9-0819d1165e6f/full/!200,200/0/default.jpg"
1593,"#c0b854","#ecdfc8","#605c23","#978874","#ccbda5","#766958","https://api.nga.gov/iiif/9bab39f9-5d74-4186-97a4-3d40bc9485f4/full/!200,200/0/default.jpg"
1876,"#70b85c","#f3e4cf","#335c28","#7c7466","#d4c4b0","#595447","https://api.nga.gov/iiif/66d8c3da-237b-4c47-a0b5-4f66ce1e8c72/full/!200,200/0/default.jpg"
1764,"#ac5088",,,,,,"https://api.nga.gov/iiif/f44e8229-1104-410f-8c6c-703085548c45/full/!200,200/0/default.jpg"
1600,"#b8a444","#decaad","#605623","#a8947c","#ccb79b","#544c44","https://api.nga.gov/iiif/f977b292-7927-4166-8bb4-4f647bae71f5/full/!200,200/0/default.jpg"
1884,"#ccac84","#d4b48e","#5d4526","#b19776","#d4bc9c","#68543c","https://api.nga.gov/iiif/0ab88349-b9f7-4668-9785-78b7847cd878/full/!200,200/0/default.jpg"
1535,"#dc8c24","#d49c4c","#604c1c","#9c7454",,,"https://api.nga.gov/iiif/addd89a6-d3c3-4422-9649-7c98c8e8c555/full/!200,200/0/default.jpg"
1897,"#e4b47c","#e1bd90","#6d4516","#948474","#e4d4c4","#555050","https://api.nga.gov/iiif/d9a178d0-b542-453c-b543-6081287c9539/full/!200,200/0/default.jpg"
1887,"#ac9050",,,,,,"https://api.nga.gov/iiif/fda3e984-c874-4b7d-8904-84cc46b3c7e2/full/!200,200/0/default.jpg"
1890,"#ccc848","#f4dcc2","#67651c","#6054b0","#d4c4ac","#4c4c3c","https://api.nga.gov/iiif/4975850b-963e-4546-aa2c-ee25e9ae549a/full/!200,200/0/default.jpg"
1884,"#ae814c","#e4c49c","#54381b","#ae8454","#bc9c7c","#7c5c3c","https://api.nga.gov/iiif/52181491-0791-4f08-a1d3-28ce47345171/full/!200,200/0/default.jpg"
1855,"#d1a158","#e0c294","#4d3a22","#8c7053","#bc9c74","#4b463d","https://api.nga.gov/iiif/37c263da-8016-4b66-8f47-ae470ca30873/full/!200,200/0/default.jpg"
1884,"#bca838","#dcccac","#665b1e","#9c7c54","#dcccb8","#503c2e","https://api.nga.gov/iiif/1fa4603c-2705-4adc-a916-29dfe415d533/full/!200,200/0/default.jpg"
1592,"#dcd07c","#f4ecdc","#685f1b","#8c7c6c","#d4c4ab","#817664","https://api.nga.gov/iiif/4d61008d-3027-4e03-b11f-a558a68c6be8/full/!200,200/0/default.jpg"
1800,"#c4b054","#e4d4b4","#625722","#605c98","#d4c4a5","#45443c","https://api.nga.gov/iiif/6d9db0c2-5ce9-4007-b419-49bf1f32e2b1/full/!200,200/0/default.jpg"
1600,"#c85c50","#f4e4c4","#64261f","#60b098","#c2b295","#4b433e","https://api.nga.gov/iiif/73f0a79d-3ab4-496f-a313-6aeacfd90134/full/!200,200/0/default.jpg"
1860,"#ccae8b","#c4ac84","#2e1b12","#b09978","#c4bca4","#473c3c","https://api.nga.gov/iiif/c4aef8f3-c6b9-44ed-a285-48aa3e6d84ff/full/!200,200/0/default.jpg"
1800,"#c0605c","#ecdbca","#5f2724","#8c8780","#c9c0b6","#4a4a46","https://api.nga.gov/iiif/5ef10352-eff6-4484-bb7d-5e2f39c428ca/full/!200,200/0/default.jpg"
1664,"#be8854","#d8ac74","#5c4424","#a9845c","#b0a080","#644d33","https://api.nga.gov/iiif/518e6be2-c92e-453f-b118-da1e0c69608c/full/!200,200/0/default.jpg"
1804,"#d06ca8","#dcccb4","#642049","#9a846d","#d4c8ad","#544b43","https://api.nga.gov/iiif/85dcadc6-23c9-4672-baa0-fba06caab134/full/!200,200/0/default.jpg"
1800,"#dcc088","#e3d4c4","#664e1e","#8c847a","#dcccba","#5b564e","https://api.nga.gov/iiif/d2846d85-74d1-46a4-9ea5-01fde38fffc2/full/!200,200/0/default.jpg"
1500,"#703064",,,,,,"https://api.nga.gov/iiif/69e1a79a-7839-4ec1-b8e8-40c27223a37a/full/!200,200/0/default.jpg"
1884,"#443ca0","#d7bd9e","#282460","#9a8368","#bba184","#54412d","https://api.nga.gov/iiif/bceb2a3b-cd28-421d-a4b7-ac73d396d2f0/full/!200,200/0/default.jpg"
1575,"#ce6731","#f4bc94","#64441c","#a77e5b","#ba997b","#715947","https://api.nga.gov/iiif/17b058ce-3ca7-46c2-8e06-f4bd3204db0e/full/!200,200/0/default.jpg"
1870,"#c85c54","#fcebcc","#642420","#6058a4","#d4c4ae","#70685c","https://api.nga.gov/iiif/ac4c4319-3f06-4dbb-8a0d-8df716737dcb/full/!200,200/0/default.jpg"
1869,"#c0483c","#f4e4d0","#50449c","#8f806d","#d4c4ac","#4d4336","https://api.nga.gov/iiif/418329cd-0cb3-4aa1-aea3-8b5a813dbdcc/full/!200,200/0/default.jpg"
1800,"#b8544c","#ecdcc4","#5e2925","#8c847c","#d4c4b4","#605d56","https://api.nga.gov/iiif/16622425-0520-45da-91c1-5ed822edc183/full/!200,200/0/default.jpg"
1855,"#c85894","#f4dcb4","#632044","#9c8973","#d2bc9c","#6b5e51","https://api.nga.gov/iiif/45e43bbb-5901-4382-9cfb-44a54a021dc6/full/!200,200/0/default.jpg"
1886,"#c4a482","#cca878","#5a432a","#b49979","#bba482","#5e5042","https://api.nga.gov/iiif/42dc31fa-075b-4b0e-8dfd-2ff48a347451/full/!200,200/0/default.jpg"
1894,"#d468c4","#f7f0e3","#671d5c","#898076","#cec0b0","#3c3434","https://api.nga.gov/iiif/c7d15a3d-8a87-4659-8cbb-fba956f30060/full/!200,200/0/default.jpg"
1884,"#b09438","#d4bca4","#645420","#c4ae99","#ccb4a4","#504332","https://api.nga.gov/iiif/56131f15-593d-4918-84dd-89f0750897d8/full/!200,200/0/default.jpg"
1800,"#b868a0","#e4d4c2","#5a2a4b","#888474","#c5bcaa","#6d695d","https://api.nga.gov/iiif/c8faeed7-3dde-45f2-922e-95a3769fd781/full/!200,200/0/default.jpg"
1884,"#bf9e70","#d4c4a4","#422f1f","#a88661","#d4c4ac","#54442c","https://api.nga.gov/iiif/61ca3cb8-f1ff-4533-8ff2-2904449985e9/full/!200,200/0/default.jpg"
1575,"#deb181","#f4e4d4","#69431b","#a48464","#cec4b6","#8c6c54","https://api.nga.gov/iiif/f8f53111-3917-400b-ac93-8d8a1ac4005f/full/!200,200/0/default.jpg"
1845,"#c85c50","#f4ecd4","#64261f","#9c8e7c","#d4c4ac","#49413c","https://api.nga.gov/iiif/fe3b8218-ee52-4df7-b689-e90e03ddd089/full/!200,200/0/default.jpg"
1633,"#d07098","#efddba","#63203c","#c4ac8c","#c4b494","#756651","https://api.nga.gov/iiif/d238e3df-ecd6-4331-bfab-64b447a1da0a/full/!200,200/0/default.jpg"
1884,"#c4a67c","#dcccb4","#5b4629","#ac9161","#d4c4ac","#443c34","https://api.nga.gov/iiif/d7776cf5-1d85-4756-9efd-71689f48efc8/full/!200,200/0/default.jpg"
1884,"#a48828","#c4ac84","#59462a","#a18154","#c4ac8c","#644c34","https://api.nga.gov/iiif/b47b59f1-f90e-49f0-90f4-f85556f636c1/full/!200,200/0/default.jpg"
1884,"#b88040","#d4c4a4","#624422","#b05494","#d4c4ac","#463c29","https://api.nga.gov/iiif/8a8ea526-ee73-4f13-a046-4346f81f285f/full/!200,200/0/default.jpg"
1880,"#c07870","#bcbc70","#5c2d28","#827e76","#c4bcb4","#6a6862","https://api.nga.gov/iiif/58244259-bb61-4b07-babb-d2d1aafb7a54/full/!200,200/0/default.jpg"
1884,"#b84890","#d8c6ac","#4c408c","#988772","#dcccbc","#544434","https://api.nga.gov/iiif/f685951b-3505-484f-8612-6b85c8379781/full/!200,200/0/default.jpg"
1612,"#bc68b4","#e3d9c4","#5b2856","#948c7e","#d3ccb9","#68645b","https://api.nga.gov/iiif/b390055c-2bc6-4587-a85b-d5be12abf91e/full/!200,200/0/default.jpg"
1797,"#b0588c","#d4c4a4","#5a2a46","#8c8070","#ccbe9e","#5c534a","https://api.nga.gov/iiif/b6491b07-c942-4316-98c4-cb7d491becd7/full/!200,200/0/default.jpg"
1754,"#c4946c","#e4d4bc","#5e3f25","#a79575","#e4dac4","#846950","https://api.nga.gov/iiif/48244d90-2e38-41fd-8e7f-a6fc71658118/full/!200,200/0/default.jpg"
1870,"#888040","#d5be9d","#888040","#97836e","#b9a68b","#5c4c3c","https://api.nga.gov/iiif/680ba80d-e4f3-4fe9-8be5-73e31c7af1c8/full/!200,200/0/default.jpg"
1800,"#c86cb0","#ece4d4","#602450","#6c68b0","#c5bcaf","#535048","https://api.nga.gov/iiif/6393e896-8cb2-4b14-8c43-4eabf3cfd6eb/full/!200,200/0/default.jpg"
1800,"#bc6058","#ece4d4","#5e2a25","#949186","#dcd4c5","#494840","https://api.nga.gov/iiif/ab55713a-a706-4961-80fb-fef063222120/full/!200,200/0/default.jpg"
1635,"#c868a8","#fceed7","#61234c","#94846b","#ccbca2","#7e6f5b","https://api.nga.gov/iiif/c4d561c8-222f-44c2-93c4-1acde9fd6b76/full/!200,200/0/default.jpg"
1891,"#d4806c","#ecdcc4","#662b1e","#968774","#d4c3ab","#796a59","https://api.nga.gov/iiif/3145e625-7232-4ad9-89b3-ee305e3a532d/full/!200,200/0/default.jpg"
1896,"#b86088",,,,,,"https://api.nga.gov/iiif/d6ce90b2-533d-4068-9983-d732f37a9fed/full/!200,200/0/default.jpg"
1884,"#bc3c64","#e4bc8c","#5c4022","#a47c54","#ba9064","#543868","https://api.nga.gov/iiif/b72351e2-2bb4-4fd2-8741-767cf533e7ee/full/!200,200/0/default.jpg"
1540,"#ad8851",,,,,,"https://api.nga.gov/iiif/81cc946e-6569-43b1-91ba-1b49a578c617/full/!200,200/0/default.jpg"
1893,"#b0a844",,,,,,"https://api.nga.gov/iiif/e34fd9a1-aeb5-4281-9e47-b7c4164ecc7e/full/!200,200/0/default.jpg"
1600,"#d8c47c","#ecdcc3","#66561e","#9e907f","#dcd0bc",,"https://api.nga.gov/iiif/a3fce4d8-7cc3-43ad-851d-b95347b73bfe/full/!200,200/0/default.jpg"
1600,"#ccb494","#dcccac","#59452a","#b29e7e","#d4c4a1",,"https://api.nga.gov/iiif/33bdc84d-5101-4898-a62b-1153fa88a6a6/full/!200,200/0/default.jpg"
1592,"#3266cc",,,,,,"https://api.nga.gov/iiif/abd1e309-7995-4601-863e-7fe99c475ef3/full/!200,200/0/default.jpg"
1900,"#8c543c","#c4ac7c","#3c2c1b","#968467","#c5b396","#4f3e2e","https://api.nga.gov/iiif/7fb6b6bb-f338-4c2a-972d-488d638a11b2/full/!200,200/0/default.jpg"
1884,"#ccac7b","#d4b48c","#806038","#b0946e","#cbb28c","#8c7454","https://api.nga.gov/iiif/2f0b7484-750f-4c0f-8ab0-5cb6f395fbab/full/!200,200/0/default.jpg"
1900,"#b09848","#d0b99d","#5e5126","#b19c85","#bca48c","#584c3c","https://api.nga.gov/iiif/c30f2073-1249-4496-8e0c-3c47b8d31902/full/!200,200/0/default.jpg"
1884,"#bc5c48","#dcccb2","#612e23","#9c846c","#dcccbc","#443c2c","https://api.nga.gov/iiif/2227e448-d981-4663-82e8-1435d8265225/full/!200,200/0/default.jpg"
1899,"#b4844c","#bca26f","#387c1c","#a68e64","#b4a484","#52442c","https://api.nga.gov/iiif/0549ea2b-2c1a-40dd-8fb4-fa62e4bd291c/full/!200,200/0/default.jpg"
1884,"#b49834","#d4b992","#40301c","#a68459","#ccb494","#5c4c32","https://api.nga.gov/iiif/37f332a7-1158-4fe2-b243-5e7f54e69b25/full/!200,200/0/default.jpg"
1834,"#ccb048","#fce4bc","#67571c","#978068","#cbb48e","#635448","https://api.nga.gov/iiif/2b72dd50-fe73-455c-a95d-f6b8959b2106/full/!200,200/0/default.jpg"
1896,"#ad3d36","#deba94","#54341c","#a47256","#c49c77","#423b33","https://api.nga.gov/iiif/e2476c59-f6ff-47a1-b721-499efc8a3025/full/!200,200/0/default.jpg"
1800,"#d4b48c","#dcb791","#604524","#9c7b64","#d4bca4","#715441","https://api.nga.gov/iiif/f4d0fe55-6c1e-482f-aa25-b1365566ffff/full/!200,200/0/default.jpg"
1884,"#ccb494","#ccb48c","#59452a","#948871","#ccbc9c","#403627","https://api.nga.gov/iiif/898d8730-7070-4f4d-9327-450588728cc4/full/!200,200/0/default.jpg"
1800,"#68b458","#ecdccc","#315b29","#948e80","#d1c4b4","#544c44","https://api.nga.gov/iiif/7ee5df3b-2b16-418a-be72-7d5b45e798be/full/!200,200/0/default.jpg"
1600,"#d0cc78","#dcc3a3","#625f22","#9c896f","#c4ae8f","#625647","https://api.nga.gov/iiif/732f052a-f89f-4eb0-9334-78f12b5742aa/full/!200,200/0/default.jpg"
1846,"#c0b458","#ecdccc","#605924","#8f8c80","#c1bcab","#494c41","https://api.nga.gov/iiif/3ac22002-f3e1-4c9d-9228-f8eed5e7f806/full/!200,200/0/default.jpg"
1877,"#c8c08c",,,,,,"https://api.nga.gov/iiif/0eb96df3-307e-4ea5-8829-2be39f6e73bb/full/!200,200/0/default.jpg"
1884,"#c7a779","#dcc49c","#4c3c24","#aa8f69","#d4bc9c","#645237","https://api.nga.gov/iiif/8bfa5991-ac6b-4221-96cc-d61af1e57dbd/full/!200,200/0/default.jpg"
1895,"#b45c94","#dcc4a3","#5a2948","#645894","#d4c4a2","#4c4438","https://api.nga.gov/iiif/9f11983c-61cf-4bcd-b764-c8a165919670/full/!200,200/0/default.jpg"
1890,"#b84844","#b4dcd8","#602523","#55524c","#c4c3c4","#443c2c","https://api.nga.gov/iiif/7b6b17a1-f46d-475b-98dd-d0fd56df6f0e/full/!200,200/0/default.jpg"
1887,"#a89c4c",,,,,,"https://api.nga.gov/iiif/2852c384-1eae-4566-b733-b0700168c68c/full/!200,200/0/default.jpg"
1700,"#bc9472","#c4a878","#59402a","#a48462","#b4946c","#6e5741","https://api.nga.gov/iiif/a10d9885-7c1f-4b23-9d9b-be3c610d408e/full/!200,200/0/default.jpg"
1884,"#c0b440","#dcccb4","#544424","#a48c64","#d4c4ac","#342c1c","https://api.nga.gov/iiif/c59d7bbd-6533-471c-92cb-5efc09f9bdfc/full/!200,200/0/default.jpg"
1900,"#b4644c","#dcbaa1","#604228","#87654a","#d3c4a8","#6c5542","https://api.nga.gov/iiif/92444da8-1674-496c-a2ad-dbfc6ec54372/full/!200,200/0/default.jpg"
1645,"#bc9850",,,,,,"https://api.nga.gov/iiif/a9126711-694f-4935-a567-7f6bd73fc202/full/!200,200/0/default.jpg"
1845,"#b67d48",,,,,,"https://api.nga.gov/iiif/d99b5899-2090-4997-b04e-997c4c5fd12c/full/!200,200/0/default.jpg"
1893,"#7cc45c","#f4e4cc","#366123","#907d6a","#ccbca2","#594740","https://api.nga.gov/iiif/fa3bc311-43f7-44a0-8fc1-8e0aa1fb678f/full/!200,200/0/default.jpg"
1860,"#b85840","#dcc4a4","#622f22","#aa9274","#d3bc9c","#725d47","https://api.nga.gov/iiif/68350747-ed88-40bb-a3aa-da81a4905dec/full/!200,200/0/default.jpg"
1884,"#ac407c","#d4bc9c","#602345","#a88d69","#cbb48f","#614b31","https://api.nga.gov/iiif/1b83dd73-59ae-44e7-a61a-8b63f59b9a09/full/!200,200/0/default.jpg"
1805,"#c48b57","#e9ceae","#66482f","#987351","#bca484","#4c3c2b","https://api.nga.gov/iiif/144fd54a-c7a3-44af-ada8-d9f1c4ede9e5/full/!200,200/0/default.jpg"
1887,"#988c44",,,,,,"https://api.nga.gov/iiif/9e799e9f-9430-47a1-817e-af4d78b60a99/full/!200,200/0/default.jpg"
1887,"#b8488c","#eed7b3","#5f2548","#9f8f77","#c1ac8b","#5c5344","https://api.nga.gov/iiif/886999a8-41fb-485e-9399-c260f3ad6e61/full/!200,200/0/default.jpg"
1854,"#bb7c41","#d39f64","#724019","#88664a","#bcac9c","#473e38","https://api.nga.gov/iiif/c4bd6c8d-dc82-404c-a05e-a43b5d08637d/full/!200,200/0/default.jpg"
1640,"#b8bc60","#d4bca4","#5a5d27","#8c7c6d","#d3c4ac","#483e37","https://api.nga.gov/iiif/cb88e609-6e0d-4423-ae10-1145caf8c65e/full/!200,200/0/default.jpg"
1590,"#b86054","#ecdfcc","#5d2d26","#8c8474","#ccc4b2","#696256","https://api.nga.gov/iiif/31616ad7-1b5c-4cea-84cc-ae6f05b9c2d1/full/!200,200/0/default.jpg"
1887,"#b4a44c","#c4b478","#5d5527","#877f72","#d4ccbc","#484137","https://api.nga.gov/iiif/8c97ea7c-a5e6-4e7d-8863-1802f1aa6a47/full/!200,200/0/default.jpg"
1884,"#ccb490","#d4bc94","#5a4729","#a48c64","#c4b492","#7c684c","https://api.nga.gov/iiif/e469f79b-c22f-44b9-8fe1-f6fe0e800bf7/full/!200,200/0/default.jpg"
1880,"#cc8880","#c888c8","#5e2b25","#88847c","#cccac1",,"https://api.nga.gov/iiif/120350b8-cf82-46e2-b202-f1bfe00dee7a/full/!200,200/0/default.jpg"
1887,"#a8b460",,,,,,"https://api.nga.gov/iiif/ca80428b-d081-42a6-8052-71c96e1d3447/full/!200,200/0/default.jpg"
1884,"#b04438",,,,,,"https://api.nga.gov/iiif/088c8e0f-7f7d-45f4-b42f-af9b4206e052/full/!200,200/0/default.jpg"
1895,"#ccb48d","#d4bc94","#5b4828","#988164","#d8c5a8","#504339","https://api.nga.gov/iiif/12332b92-6e15-4a0e-b8db-7f419571f867/full/!200,200/0/default.jpg"
1884,"#ccb492",,,,,,"https://api.nga.gov/iiif/9dc2cdfb-be44-4c30-8d3f-64123409b452/full/!200,200/0/default.jpg"
1865,"#bc8464","#ecdccc","#5c3b28","#906f64","#dccfbe","#8c664a","https://api.nga.gov/iiif/d7548702-dd36-47a3-989f-df05440894f6/full/!200,200/0/default.jpg"
1895,"#cdac86","#c7a484","#5d4426","#a98c6b","#b49474","#6d5741","https://api.nga.gov/iiif/eff7ab0e-15cc-419a-91c5-8584884fc351/full/!200,200/0/default.jpg"
1865,"#d4a484","#fcac7c","#623b22",,,,"https://api.nga.gov/iiif/c748ed77-80cb-4ba0-b7f5-5b1c3c944a3f/full/!200,200/0/default.jpg"
1884,"#a0ac38","#eccca4","#5c4424","#a88a61","#c2a583","#745b3a","https://api.nga.gov/iiif/87b61577-90ed-47af-8b95-4d59aaad5d50/full/!200,200/0/default.jpg"
1500,"#c8b08c","#e2cead","#59462a","#867767","#c5b298","#544c44","https://api.nga.gov/iiif/6cd2b1ee-c5cd-44e2-a911-639e1ecce48c/full/!200,200/0/default.jpg"
1870,"#dc6858","#dcbc9c","#6d2116","#aa6454","#be8b77",,"https://api.nga.gov/iiif/9d0cbff0-a4e2-44cc-afae-7de277bf37f2/full/!200,200/0/default.jpg"
1895,"#448840",,,,,,"https://api.nga.gov/iiif/d0fd9d84-a665-47df-9e1b-0aa4b25e4c7c/full/!200,200/0/default.jpg"
1800,"#b49424","#dcbc94","#b03024","#867053","#c4ac84","#4d412d","https://api.nga.gov/iiif/cfdf3841-7897-4c32-83b9-a0d997061af7/full/!200,200/0/default.jpg"
1884,"#dcb685","#e4bc90","#674520","#9e8464","#b09069","#9c7549","https://api.nga.gov/iiif/665654d3-a139-497c-976c-0e34ef83de68/full/!200,200/0/default.jpg"
1899,"#a48820","#ccb494","#6c5432","#9f8456","#c4b494","#4a402e","https://api.nga.gov/iiif/691b0146-66f2-4f6f-9661-cca96aba9ee3/full/!200,200/0/default.jpg"
1880,"#64a448","#d4c4a4","#385c28","#8d7a69","#d4c4ac","#4c3c34","https://api.nga.gov/iiif/2138e502-6ec3-489c-8ddd-d2feb186b564/full/!200,200/0/default.jpg"
1899,"#70bc54","#f4dcbc","#345f25","#9c8464","#d1bb9c","#534741","https://api.nga.gov/iiif/c70809b0-b98e-45dc-9902-8100142a0693/full/!200,200/0/default.jpg"
1774,"#c4bc58","#e7dcc4","#615d22","#958874","#d4c4b0","#726555","https://api.nga.gov/iiif/ff6f4896-3bf1-4df7-a7e8-50ebd1db6474/full/!200,200/0/default.jpg"
1600,"#c468a0","#dac4ac","#5f2548","#a99072","#ccb497","#70553a","https://api.nga.gov/iiif/8249fca5-0a1d-408b-82c8-b1f6f2da0d54/full/!200,200/0/default.jpg"
1851,"#c05ca0","#e4ccb8","#5f244c","#5c58a0","#d4c4af","#615c54","https://api.nga.gov/iiif/7252f952-ee7c-4a88-bf6c-f0b26c985df1/full/!200,200/0/default.jpg"
1884,"#b84c84","#d4c4a3","#5e2543","#a7885e","#d4c4ac","#58442e","https://api.nga.gov/iiif/8567652d-1e61-4bbd-b7e3-5afdebafd853/full/!200,200/0/default.jpg"
1800,"#c8b85c","#ecdccc","#635921","#6460a4","#d0c6b3","#4a4942","https://api.nga.gov/iiif/3089dd57-d59f-4c96-b4a8-3f437ff42f16/full/!200,200/0/default.jpg"
1870,"#d084ac","#e4d4bc","#5f2443","#968a78","#dcccb4","#7c6c5c","https://api.nga.gov/iiif/40cb4825-6acf-4215-8928-36b69f530671/full/!200,200/0/default.jpg"
1884,"#9ca044",,,,,,"https://api.nga.gov/iiif/275a9194-322f-42da-ac30-85797a297229/full/!200,200/0/default.jpg"
1861,"#bb9c6c","#e474d4","#75502c","#ba9c74","#ccbb9e","#7b6640","https://api.nga.gov/iiif/76b5ac60-2efc-4aae-9789-f75420dfb16a/full/!200,200/0/default.jpg"
1897,"#a44c48",,,,,,"https://api.nga.gov/iiif/25435f47-bdb1-4e99-a8a7-035a94f2ecb2/full/!200,200/0/default.jpg"
1884,"#4ca494",,,,,,"https://api.nga.gov/iiif/fa55e599-a4b8-4c5f-a5e0-556343cc45c1/full/!200,200/0/default.jpg"
1887,"#c8dc84","#90e4e0","#56671d","#84847c","#bcb7b4","#62605e","https://api.nga.gov/iiif/5aa043f3-272b-442c-b7b8-888cb2ba9b29/full/!200,200/0/default.jpg"
1840,"#d5c05c","#ecb691","#908844","#9c8d53","#ccb5a0","#6c6e4c","https://api.nga.gov/iiif/d0308d18-a8fe-46e8-b910-76b2a98ed261/full/!200,200/0/default.jpg"
1886,"#c0786c","#e4d4c2","#5c2f27","#7c746c","#dcd4bc","#756e64","https://api.nga.gov/iiif/4a472f43-63a0-4ab5-9d90-97942aa6cefd/full/!200,200/0/default.jpg"
1837,"#c0589c","#f7e8cf","#60244b","#9c8d76","#d3c4a6","#695c4f","https://api.nga.gov/iiif/e391a6a9-d906-4e71-91e2-272d75611b51/full/!200,200/0/default.jpg"
1899,"#ccb495","#dcc4a4","#59452b","#95846c","#d4c2a4","#695b4c","https://api.nga.gov/iiif/d0c50bf8-cd76-42cd-80d1-4106ba64897b/full/!200,200/0/default.jpg"
1865,"#dcc478","#ecd4b4","#69561b","#a97c73","#ccb49e",,"https://api.nga.gov/iiif/5f2ebb35-f18b-4c24-9525-cf54eea87aad/full/!200,200/0/default.jpg"
1899,"#d4bc84","#ecdcc4","#624f22","#af9778","#d4c4ac","#484438","https://api.nga.gov/iiif/2fe0d703-584d-4a29-ad9d-bbcbcb2a85e1/full/!200,200/0/default.jpg"
1850,"#ccac82","#d4af84","#5e4626","#917c63","#c5a47d","#6c5c4c","https://api.nga.gov/iiif/51d6250f-4c3d-4551-a8bc-53103f2c67a1/full/!200,200/0/default.jpg"
1858,"#6cb450","#f6debc","#365c27","#a49077","#c7b090","#4f4640","https://api.nga.gov/iiif/597b75d0-61b9-4685-b03f-fb0e8fe7755f/full/!200,200/0/default.jpg"
1884,"#ccb490","#d4bc9c","#5a4729","#b49c74","#d4c49c","#5c4c34","https://api.nga.gov/iiif/ebd6228b-9af5-4d4b-852b-59a8566e4e0f/full/!200,200/0/default.jpg"
